torque,tool_wear,air_temperature,rotational_speed,process_temperature,type_enc,machine_failure
63.7,92,301.4,1368,310.7,2,1
43.1,13,300.1,1484,311.4,1,0
36.5,25,301.4,1476,311.2,2,0
43.4,133,301.0,1470,311.6,1,0
54.1,57,304.1,1327,313.1,1,0
40.6,175,297.9,1646,308.4,1,0
57.3,204,301.0,1379,310.5,1,1
54.8,253,302.6,1454,312.3,2,1
52.5,161,302.4,1375,310.3,2,1
23.6,35,303.7,1832,312.8,1,0
42.7,119,299.8,1470,309.3,2,0
71.3,122,303.0,1257,312.2,2,1
12.1,102,298.5,2617,309.7,1,1
45.4,174,302.0,1361,310.1,1,1
70.6,94,303.5,1284,312.4,1,1
49.5,205,299.1,1431,310.0,0,0
50.5,176,301.7,1388,310.5,0,0
41.1,176,300.8,1480,311.1,1,0
28.3,94,300.0,1812,311.5,1,0
37.3,207,302.2,1530,311.3,1,1
51.8,90,303.7,1363,312.1,1,1
28.8,33,297.4,1723,308.3,1,0
30.1,84,299.0,1705,310.1,2,0
43.8,0,300.3,1400,311.5,2,0
18.9,232,300.7,2097,311.7,2,1
68.6,111,299.0,1303,310.3,2,1
35.4,96,298.9,1526,309.9,1,0
21.1,112,303.5,1946,312.3,1,0
61.0,189,298.2,1310,308.4,1,1
45.5,49,298.8,1446,308.7,2,0
30.6,67,303.4,1680,312.3,1,0
47.8,163,299.0,1378,308.6,1,0
69.0,105,296.7,1258,307.8,2,1
30.8,171,299.4,1681,308.7,1,0
50.0,184,304.1,1415,313.3,1,0
11.8,124,301.8,2672,310.6,1,1
40.2,156,299.5,1507,310.8,2,0
46.4,94,302.2,1382,311.3,1,0
22.8,31,301.1,1836,311.3,2,0
65.8,75,301.6,1309,310.6,2,1
27.1,35,301.6,1786,310.5,0,0
41.3,68,300.6,1462,310.5,2,0
62.4,204,297.4,1325,308.8,2,1
24.0,178,297.8,1859,307.3,1,0
48.8,76,299.1,1419,310.5,1,0
71.3,122,303.0,1257,312.2,2,1
49.5,155,302.9,1424,312.4,1,0
26.6,73,298.9,1729,308.7,1,0
5.6,213,296.4,2833,307.4,1,1
23.5,122,298.0,1822,309.1,1,0
59.6,207,297.3,1459,308.3,2,1
45.1,219,303.3,1301,311.6,1,1
52.9,218,298.0,1365,308.2,1,1
40.7,40,299.1,1449,310.3,1,0
47.3,2,298.5,1509,309.6,2,0
40.9,76,300.3,1528,311.5,2,0
38.9,9,301.5,1512,310.8,1,0
53.8,246,302.8,1411,312.4,0,1
47.5,109,302.2,1346,310.6,1,1
42.5,213,301.3,1509,311.3,1,0
43.9,94,303.4,1449,312.8,1,0
50.6,148,302.5,1329,310.2,1,1
36.7,197,298.7,1528,309.8,2,0
46.3,17,302.0,1445,310.8,2,0
42.9,18,297.9,1435,307.4,2,0
21.9,15,300.1,1913,311.4,2,0
55.4,217,299.1,1398,309.8,1,1
55.6,215,295.6,1372,306.1,1,1
31.6,27,296.3,1637,307.2,1,0
30.1,130,300.3,1677,309.9,0,0
61.5,61,297.4,1399,308.5,1,1
50.4,220,299.2,1378,308.5,1,1
30.0,33,296.8,1695,307.5,0,0
52.8,8,302.1,1314,310.7,1,1
30.4,218,302.3,1710,310.9,2,1
52.5,161,302.4,1375,310.3,2,1
16.5,148,303.0,2194,311.3,1,0
47.5,11,302.7,1369,310.7,1,1
51.7,153,301.9,1370,310.4,1,1
54.8,253,302.6,1454,312.3,2,1
51.6,12,302.2,1368,310.1,2,1
47.8,213,302.1,1364,310.7,2,1
49.3,34,302.3,1379,310.9,1,1
37.3,30,297.9,1488,309.1,2,0
45.4,156,301.6,1369,310.4,0,0
49.4,117,302.5,1354,311.9,1,0
62.4,106,302.4,1346,310.2,1,1
29.5,162,298.8,1661,309.0,2,0
40.4,13,301.6,1538,310.9,1,0
48.3,154,299.5,1374,310.8,1,0
67.8,197,302.7,1263,310.5,1,1
44.2,115,303.0,1359,311.0,1,1
31.6,101,303.1,1623,312.3,2,0
32.9,190,296.3,1662,307.1,1,0
37.5,193,301.0,1481,311.4,1,0
57.9,191,300.5,1368,311.8,1,1
31.4,161,299.1,1611,308.6,1,0
46.1,41,303.3,1566,311.3,2,0
56.1,206,298.3,1337,309.3,1,1
47.1,11,297.6,1382,308.6,1,0
30.0,12,302.7,1728,311.8,2,0
38.5,47,297.3,1538,308.3,1,0
37.5,60,302.2,1531,310.9,1,0
62.4,101,302.1,1294,310.7,0,1
47.3,60,303.3,1373,311.5,2,1
35.5,70,302.3,1546,311.0,2,0
35.0,68,302.4,1622,311.6,1,0
56.1,110,299.1,1348,308.2,1,0
66.7,205,302.3,1333,311.4,1,1
58.2,2,303.2,1336,311.5,2,1
41.6,16,302.5,1477,310.2,1,0
48.4,130,302.3,1366,310.9,0,1
34.9,37,301.2,1666,310.1,2,0
39.5,24,301.6,1494,310.7,1,0
61.8,27,295.6,1263,306.2,1,0
44.4,86,300.8,1578,311.0,1,0
47.7,156,297.4,1390,307.9,1,0
5.8,215,301.8,2825,310.2,1,1
68.5,0,302.6,1288,312.1,1,1
56.2,146,303.0,1365,311.3,1,1
35.2,60,298.8,1495,309.9,2,0
48.4,101,299.1,1456,310.2,2,0
35.4,208,298.4,1542,309.3,1,0
39.1,84,302.6,1453,311.9,1,0
48.1,32,303.3,1350,311.3,1,1
38.2,94,297.7,1507,309.0,1,0
65.7,191,298.9,1410,309.0,1,1
40.5,68,302.2,1604,310.9,1,0
50.9,200,303.4,1366,311.8,1,1
37.5,94,298.5,1521,309.4,2,0
42.7,68,302.3,1432,311.2,2,0
68.5,0,302.6,1288,312.1,1,1
48.0,215,303.9,1422,313.2,2,1
37.5,203,299.3,1542,308.4,2,1
42.5,117,300.5,1507,309.8,1,0
32.5,25,299.0,1583,308.7,1,0
50.5,64,301.8,1341,310.3,1,1
33.0,166,302.2,1601,310.7,2,0
54.3,117,303.0,1372,311.1,2,1
36.2,115,302.4,1479,310.3,1,0
21.9,27,302.3,1845,311.4,1,0
75.4,172,297.2,1326,307.9,1,1
44.8,71,303.4,1414,311.5,1,0
45.1,115,298.5,1462,309.6,1,0
36.0,191,302.7,1478,312.1,0,0
57.2,67,302.6,1359,310.4,1,1
45.1,168,302.4,1351,310.2,1,1
38.0,40,297.9,1481,307.6,1,0
58.2,34,297.5,1391,309.4,2,0
62.3,100,296.6,1386,307.7,0,1
39.5,4,300.3,1442,310.2,2,0
56.5,31,300.4,1350,311.3,2,0
45.5,192,303.7,1426,312.7,1,0
52.5,161,302.4,1375,310.3,2,1
33.5,39,297.4,1632,308.3,1,0
44.0,55,299.3,1495,309.1,1,0
50.9,69,303.4,1316,311.8,2,1
43.2,7,297.6,1491,309.0,1,0
31.2,120,299.6,1679,310.9,0,0
68.2,172,298.6,1361,308.2,1,1
43.1,96,304.0,1517,313.2,0,0
52.7,212,297.3,1396,308.2,1,1
58.0,108,302.0,1357,310.4,1,1
44.3,37,298.2,1345,308.8,1,0
48.7,20,302.2,1483,310.0,1,0
48.2,65,303.0,1374,311.2,1,1
54.6,112,303.6,1371,312.2,0,1
67.6,194,302.4,1338,311.0,1,1
40.2,45,298.5,1517,309.4,1,0
49.2,134,302.2,1346,310.6,2,1
21.8,9,301.5,1918,310.4,1,0
49.2,235,300.6,1463,309.4,0,0
33.9,89,301.6,1588,309.8,1,0
48.1,14,301.1,1433,310.0,2,0
37.0,67,303.0,1494,311.2,1,0
50.5,64,301.8,1341,310.3,1,1
15.7,125,297.9,2262,308.6,1,0
51.2,215,298.0,1373,308.2,2,0
68.2,172,298.6,1361,308.2,1,1
39.9,157,299.0,1431,310.3,1,0
31.3,128,296.7,1605,307.8,1,0
43.9,103,303.0,1460,311.2,2,0
42.2,144,301.7,1527,311.0,1,0
23.9,131,300.4,1936,311.4,1,0
40.0,160,298.7,1446,309.5,1,0
29.0,235,302.0,1615,310.8,1,1
50.8,189,300.4,1397,311.1,1,0
61.5,61,297.4,1399,308.5,1,1
19.9,98,299.0,1940,308.7,0,0
46.2,11,298.0,1432,308.4,1,0
30.4,74,302.9,1629,312.5,1,0
42.9,60,298.2,1521,307.8,1,0
37.9,154,297.4,1570,309.0,1,0
30.9,106,302.1,1686,311.4,1,0
52.2,49,297.4,1341,308.4,1,0
45.4,98,298.3,1408,309.0,1,0
48.5,78,300.6,1438,310.7,1,1
38.7,104,304.0,1584,313.2,1,0
33.9,165,303.9,1602,312.7,1,0
52.1,79,302.8,1441,312.1,1,0
29.8,202,299.8,1678,309.2,2,0
52.9,218,298.0,1365,308.2,1,1
65.2,136,300.3,1381,311.2,2,1
43.0,210,303.0,1466,311.3,1,0
17.8,176,301.3,2068,310.0,2,0
50.9,39,303.4,1419,311.9,2,0
56.3,203,299.1,1367,310.0,1,1
55.0,25,302.7,1275,310.8,0,1
21.6,60,303.5,1902,313.0,2,0
45.2,34,297.5,1459,308.3,2,0
37.8,146,299.7,1498,310.7,2,0
50.4,32,298.7,1424,309.6,2,0
35.6,202,298.7,1572,308.5,0,0
45.3,233,301.8,1442,309.7,1,1
46.3,210,302.1,1376,310.7,2,1
74.5,194,298.8,1243,310.1,2,1
47.8,213,302.1,1364,310.7,2,1
33.4,20,299.6,1572,309.2,1,0
43.2,92,298.6,1483,309.5,1,0
28.9,160,299.9,1596,311.4,1,0
49.2,104,301.6,1325,311.1,1,0
54.0,6,298.9,1415,308.5,0,0
10.7,86,298.2,2678,308.5,2,1
37.3,207,302.2,1530,311.3,1,1
43.4,198,300.4,1430,309.8,2,0
41.0,33,303.7,1511,312.9,2,0
46.3,138,297.4,1411,308.6,1,0
55.6,69,296.5,1350,307.4,2,0
37.6,124,302.3,1517,311.7,2,0
39.3,114,301.7,1491,309.8,1,0
41.8,111,303.0,1551,312.7,1,0
44.1,192,303.4,1353,311.7,2,1
34.4,76,297.2,1578,308.6,1,0
52.6,172,303.1,1336,311.3,1,1
19.9,102,303.0,2024,312.7,1,0
43.2,56,301.2,1379,310.3,2,0
14.5,12,300.4,2424,310.5,1,0
45.1,185,296.6,1368,307.4,1,0
30.4,33,299.8,1687,310.3,1,0
34.9,92,303.7,1619,312.2,1,0
63.9,20,301.4,1259,309.9,1,1
40.1,187,302.5,1553,311.9,1,0
37.6,73,300.1,1427,309.2,1,0
49.5,140,301.6,1343,310.8,2,0
61.2,189,300.8,1405,310.1,1,1
35.2,195,298.0,1606,307.4,0,0
47.0,15,298.3,1404,309.1,2,0
27.2,188,298.2,1769,307.9,1,0
44.2,106,302.4,1464,311.0,2,0
53.9,207,298.1,1354,308.6,1,1
38.2,44,298.8,1543,308.7,2,0
36.8,121,296.0,1628,306.6,2,0
40.8,37,297.5,1544,308.3,1,0
3.8,57,298.3,2886,308.0,1,1
21.7,206,301.1,1799,311.1,1,0
47.3,66,300.2,1446,311.6,1,0
38.9,180,299.9,1560,309.2,1,0
56.9,97,302.5,1330,310.9,1,1
41.5,57,301.0,1454,311.3,2,0
65.1,212,299.8,1299,309.3,1,1
10.7,86,298.2,2678,308.5,2,1
32.9,117,300.4,1513,309.8,1,0
41.1,20,299.0,1526,308.9,2,0
40.7,59,303.7,1523,312.8,1,0
36.3,71,298.5,1578,309.4,1,0
52.7,134,302.3,1321,310.1,1,1
52.3,218,298.3,1412,308.1,1,1
40.5,188,300.2,1485,310.1,2,0
14.2,126,301.5,2432,310.6,2,0
52.4,61,299.2,1370,308.5,1,0
41.7,120,303.0,1409,311.0,2,0
48.5,181,298.0,1377,308.7,2,0
37.7,93,301.7,1607,309.9,1,0
37.7,193,300.8,1520,310.2,1,0
68.5,0,302.6,1288,312.1,1,1
55.6,215,295.6,1372,306.1,1,1
42.4,158,297.3,1554,308.1,0,0
59.1,91,300.8,1465,312.4,1,1
44.8,31,298.8,1448,309.7,2,0
44.4,85,302.0,1370,310.5,1,1
67.8,197,302.7,1263,310.5,1,1
29.5,100,297.1,1693,308.4,1,0
63.9,59,303.4,1298,311.9,1,1
31.5,69,300.6,1473,311.6,2,0
40.6,98,300.1,1524,311.4,2,0
54.5,30,303.5,1366,312.0,1,1
53.7,82,300.3,1398,309.6,2,0
45.6,2,299.2,1468,309.1,1,0
32.1,85,302.9,1683,312.5,1,0
48.3,25,299.6,1387,309.3,2,0
29.7,46,296.8,1675,308.0,1,0
44.4,16,296.9,1354,307.5,1,0
19.8,39,297.7,2027,309.5,2,0
40.3,195,297.6,1460,308.4,1,0
57.2,67,302.6,1359,310.4,1,1
56.5,7,300.3,1317,311.7,1,0
33.6,184,303.6,1606,312.6,1,0
47.3,19,300.7,1486,311.8,1,0
52.1,210,300.6,1389,311.7,2,0
40.2,152,298.8,1516,309.6,0,0
31.1,11,296.9,1546,308.0,1,0
40.1,45,298.0,1619,308.7,1,0
69.4,119,299.3,1258,308.9,1,1
32.8,31,300.7,1569,310.2,1,0
23.3,205,299.6,1922,310.7,1,1
55.7,204,301.9,1340,310.5,1,1
61.2,189,300.8,1405,310.1,1,1
51.6,47,304.2,1410,313.3,1,0
36.4,135,299.7,1574,311.1,1,0
56.7,203,297.7,1373,308.5,1,1
58.5,13,301.5,1350,310.8,1,0
50.5,71,297.3,1370,308.4,2,0
40.1,79,300.9,1570,310.5,1,0
65.8,75,301.6,1309,310.6,2,1
58.2,114,300.1,1314,309.0,1,0
50.9,69,303.4,1316,311.8,2,1
43.8,41,300.7,1439,309.5,2,0
40.0,0,298.1,1496,307.9,2,0
61.2,189,300.8,1405,310.1,1,1
28.7,135,301.5,1702,310.5,1,0
73.6,49,301.1,1312,310.4,1,1
65.7,191,298.9,1410,309.0,1,1
42.2,87,299.0,1432,310.2,1,0
34.7,182,302.6,1576,311.6,1,0
39.9,51,296.3,1472,307.4,1,0
40.8,204,302.4,1506,311.2,0,0
50.9,69,303.4,1316,311.8,2,1
42.4,48,298.2,1411,308.0,1,0
40.6,59,300.1,1557,309.5,1,0
55.2,20,302.7,1305,310.4,0,1
62.5,92,299.0,1377,310.2,1,1
55.5,101,302.5,1356,310.9,0,1
56.8,194,303.7,1359,312.7,1,1
26.3,144,300.8,1858,312.3,1,0
52.2,40,302.8,1312,310.9,1,1
37.8,206,301.0,1493,310.6,1,1
35.7,9,297.3,1601,308.2,1,0
45.9,210,300.5,1397,309.9,0,1
29.0,235,302.0,1615,310.8,1,1
56.2,218,298.0,1405,308.3,1,1
53.3,212,298.7,1354,309.8,1,1
43.2,96,300.6,1442,309.4,1,0
44.7,108,298.9,1433,308.7,1,0
48.0,82,299.8,1434,309.6,2,0
60.7,119,298.4,1421,308.7,2,1
20.2,210,301.5,1998,310.6,1,0
45.7,93,297.7,1479,308.7,1,0
48.8,135,300.2,1436,309.5,1,0
37.6,171,302.1,1605,311.1,2,0
29.0,26,297.9,1629,309.0,1,0
38.5,82,303.5,1482,313.0,1,0
50.6,11,301.5,1318,310.9,1,0
40.1,13,299.0,1469,309.0,1,0
28.7,181,298.9,1679,308.9,2,0
41.7,130,300.0,1455,311.5,1,0
56.7,203,297.7,1373,308.5,1,1
52.9,208,301.2,1461,311.6,1,1
36.4,107,303.5,1522,312.1,1,0
58.5,176,298.0,1479,308.7,2,1
56.8,194,303.7,1359,312.7,1,1
62.8,22,301.9,1286,310.4,1,1
41.6,34,303.4,1377,311.9,1,1
48.0,73,301.9,1373,310.4,2,1
72.8,159,300.5,1324,309.8,0,1
31.0,100,302.6,1631,310.2,2,0
40.5,8,302.3,1483,311.7,2,0
76.2,89,295.8,1235,306.3,2,1
40.1,209,300.2,1448,310.3,2,0
47.7,0,298.6,1456,309.0,1,0
68.6,85,301.9,1331,310.6,1,1
40.3,197,297.5,1435,308.3,1,0
25.7,150,300.8,1664,312.2,2,0
56.9,6,297.8,1340,309.0,1,0
24.4,180,299.0,1929,310.3,1,0
31.1,143,301.0,1594,309.8,2,0
20.3,140,298.3,1904,309.1,1,0
59.6,207,297.3,1459,308.3,2,1
47.3,60,303.3,1373,311.5,2,1
52.6,172,303.1,1336,311.3,1,1
44.4,76,298.9,1401,310.1,1,0
29.0,125,303.3,1692,312.6,0,0
55.4,217,299.1,1398,309.8,1,1
41.0,29,300.3,1464,311.5,0,0
42.0,196,296.3,1424,307.2,0,0
44.6,101,299.5,1498,309.0,1,0
54.5,75,304.2,1329,313.4,2,0
43.3,33,298.6,1404,309.5,2,0
65.8,75,301.6,1309,310.6,2,1
44.1,91,299.2,1458,310.5,1,0
24.4,28,297.7,1874,309.0,1,0
27.3,118,300.1,1783,309.2,1,0
46.1,209,300.7,1507,310.7,1,0
32.9,119,301.1,1608,310.8,1,0
30.1,38,300.8,1777,310.3,0,0
30.7,65,298.9,1581,309.3,2,0
59.2,153,302.1,1454,311.2,1,1
54.3,117,303.0,1372,311.1,2,1
34.0,6,300.4,1563,309.6,2,0
33.2,210,303.4,1534,311.9,0,0
52.1,213,302.7,1450,312.2,1,1
39.6,205,297.1,1543,308.4,1,0
62.3,28,297.5,1208,308.6,1,0
34.6,17,302.2,1572,310.1,2,0
48.8,159,302.0,1406,311.1,2,0
40.5,180,300.5,1497,311.6,1,0
53.5,169,297.4,1324,308.8,0,0
38.5,208,298.7,1541,309.9,1,0
50.7,53,298.7,1506,310.1,2,0
57.4,40,301.7,1311,310.2,1,1
51.0,119,299.9,1462,309.6,0,0
35.9,180,297.4,1582,309.1,2,0
46.6,176,297.1,1359,308.4,0,0
31.3,38,300.2,1619,310.1,2,0
46.1,58,299.8,1466,311.1,1,0
45.9,17,300.6,1447,310.2,1,0
26.2,204,301.8,1822,311.2,1,0
26.2,171,301.6,1821,310.6,0,0
31.9,131,297.4,1638,308.7,1,0
40.5,222,297.4,1475,308.3,1,1
60.7,216,298.4,1282,308.2,1,1
46.4,128,298.4,1414,309.2,2,0
19.8,116,300.6,2007,310.4,1,0
36.5,91,301.4,1486,311.0,2,0
54.5,30,303.5,1366,312.0,1,1
53.3,22,296.1,1350,307.1,2,0
34.2,45,300.9,1536,310.4,1,0
48.5,25,299.0,1408,308.7,0,0
53.8,8,303.2,1351,311.4,1,1
60.7,119,298.4,1421,308.7,2,1
60.3,206,300.3,1362,310.3,1,1
38.0,74,298.7,1464,309.9,1,0
38.9,214,300.5,1524,311.8,1,1
57.6,197,302.0,1308,309.9,1,1
44.9,179,298.0,1496,308.8,1,0
58.8,195,299.5,1390,309.4,1,1
35.7,80,300.2,1530,310.4,2,0
51.3,51,303.4,1295,311.7,1,1
37.0,54,297.3,1506,308.3,0,0
27.4,115,300.4,1692,309.7,1,0
46.6,27,299.1,1394,310.0,1,0
35.2,29,303.5,1593,312.3,2,0
40.9,125,301.1,1470,311.1,1,0
41.4,201,297.7,1501,308.5,1,0
47.0,210,303.4,1341,311.8,2,1
64.2,0,297.8,1403,309.0,1,1
47.2,132,299.2,1474,308.5,2,0
48.6,109,297.8,1391,307.5,1,0
36.2,95,298.1,1437,309.0,1,0
57.4,40,301.7,1311,310.2,1,1
44.1,81,299.4,1373,309.1,0,0
30.7,161,300.7,1688,311.1,1,0
42.1,125,303.0,1451,312.6,1,0
39.9,61,301.0,1510,312.2,1,0
40.2,112,297.3,1491,308.7,1,0
51.3,190,302.5,1383,312.0,1,0
30.4,205,303.0,1755,311.2,1,0
34.8,32,300.1,1565,309.6,1,0
49.3,34,302.3,1379,310.9,1,1
31.2,145,297.2,1689,308.1,1,0
36.3,166,298.2,1568,309.1,1,0
49.5,196,302.1,1351,311.0,1,0
28.1,81,298.2,1709,308.9,1,0
51.1,130,297.4,1323,308.7,0,0
43.4,130,302.7,1418,311.1,0,0
65.7,191,298.9,1410,309.0,1,1
34.2,143,301.6,1548,310.8,2,0
49.1,219,300.7,1412,311.7,2,0
47.5,109,302.2,1346,310.6,1,1
3.8,57,298.3,2886,308.0,1,1
26.8,158,297.4,1726,308.7,0,0
50.7,219,300.8,1422,312.0,2,0
41.9,221,299.7,1399,309.3,2,1
52.5,146,300.5,1461,309.8,1,0
28.0,76,299.6,1658,310.9,1,0
59.1,203,300.8,1339,310.7,1,1
48.1,32,303.3,1350,311.3,1,1
65.2,136,300.3,1381,311.2,2,1
54.8,49,295.6,1287,306.2,1,0
46.4,207,301.7,1405,310.9,1,1
37.0,101,300.1,1533,309.2,1,0
33.1,146,298.5,1640,307.9,2,0
48.0,99,295.8,1356,306.4,1,0
46.3,31,299.3,1334,309.2,2,0
20.1,161,297.8,2015,309.3,1,0
59.2,198,300.4,1272,311.8,1,1
12.8,127,297.5,2564,308.3,1,1
37.3,120,298.0,1536,309.6,1,0
56.4,202,297.0,1385,307.8,1,1
51.7,61,302.3,1281,311.8,1,0
60.7,216,298.4,1282,308.2,1,1
49.0,187,301.7,1317,309.9,1,1
54.8,155,302.4,1362,310.7,1,1
27.3,26,298.7,1717,310.2,1,0
60.7,119,298.4,1421,308.7,2,1
46.3,24,301.9,1485,310.3,1,0
38.9,0,298.1,1547,308.7,2,0
42.9,153,298.9,1442,310.1,2,0
52.7,74,298.8,1295,310.0,2,0
42.7,179,298.9,1394,310.1,1,0
51.7,153,301.9,1370,310.4,1,1
44.1,51,302.3,1443,311.4,0,0
27.7,84,300.7,1754,310.8,1,0
41.7,15,302.2,1477,311.4,1,0
45.8,109,297.2,1425,308.5,2,0
54.0,129,300.5,1367,309.8,1,0
33.7,172,299.8,1632,310.0,2,0
34.9,93,297.0,1573,308.1,2,0
27.8,26,298.0,1683,307.5,0,0
41.5,172,300.3,1452,311.7,1,0
37.7,42,299.3,1433,308.6,1,0
39.1,138,296.2,1516,306.9,1,0
35.2,183,300.1,1616,311.1,2,0
47.0,210,303.4,1341,311.8,2,1
48.5,78,300.6,1438,310.7,1,1
52.0,154,302.6,1331,310.9,1,1
62.3,149,298.2,1379,308.1,1,0
46.0,61,298.1,1426,308.0,1,0
27.2,4,302.0,1701,309.8,1,0
43.8,18,300.6,1470,309.7,0,0
46.4,194,302.4,1422,311.9,2,0
27.1,39,300.8,1741,310.8,1,0
34.2,147,301.5,1479,310.5,1,0
70.6,94,303.5,1284,312.4,1,1
58.2,110,302.0,1336,310.4,1,1
47.5,150,304.1,1412,313.2,1,0
43.9,193,300.2,1378,310.2,1,0
34.2,107,303.5,1562,311.6,2,0
22.5,18,299.5,1941,309.3,1,0
60.1,212,300.6,1372,311.9,1,1
69.4,119,299.3,1258,308.9,1,1
44.0,67,302.3,1360,310.9,2,1
44.7,131,301.9,1507,309.8,1,0
37.6,83,301.9,1540,310.8,1,0
45.7,192,298.7,1507,308.4,2,0
34.9,106,302.2,1561,311.2,2,0
48.0,73,298.1,1445,307.7,2,0
56.7,203,297.7,1373,308.5,1,1
33.5,101,300.5,1574,309.3,1,0
47.0,208,298.0,1506,308.7,1,0
12.1,31,301.9,2691,311.0,1,1
48.2,65,303.0,1374,311.2,1,1
16.2,218,298.6,2271,309.8,1,1
50.3,137,300.7,1427,311.1,1,0
41.6,17,299.5,1495,309.2,2,0
22.7,48,302.0,1865,311.0,1,0
53.9,215,299.4,1376,310.8,1,1
48.2,65,303.0,1374,311.2,1,1
51.5,126,302.2,1355,310.6,2,1
33.1,209,300.4,1553,311.8,2,1
12.8,127,297.5,2564,308.3,1,1
16.6,175,301.0,2204,310.4,1,0
57.3,28,298.2,1362,308.8,1,0
43.6,101,298.0,1427,307.5,2,0
41.1,151,301.5,1488,310.4,1,0
26.9,116,300.8,1782,311.3,1,0
23.3,205,299.6,1922,310.7,1,1
56.4,202,297.0,1385,307.8,1,1
45.4,147,299.7,1412,309.2,1,0
41.9,98,303.0,1409,311.2,1,0
46.7,77,300.1,1400,309.1,1,0
46.0,51,300.0,1452,309.6,1,0
48.3,122,300.5,1443,309.9,1,0
55.8,70,301.6,1362,310.1,1,1
27.0,225,299.2,1737,310.7,1,1
60.0,93,302.6,1369,311.0,1,1
14.6,149,295.7,2270,306.2,1,1
49.3,34,302.3,1379,310.9,1,1
43.3,168,301.1,1450,311.1,1,0
35.4,5,299.0,1593,310.1,2,0
38.8,171,302.7,1501,311.6,2,0
69.6,62,299.9,1288,310.2,1,1
48.8,150,300.9,1321,310.3,1,0
33.3,190,301.8,1557,310.8,1,0
46.1,148,302.4,1349,310.9,1,1
43.4,14,297.3,1441,308.4,1,0
44.8,134,300.8,1435,312.3,1,0
43.0,83,297.4,1516,309.3,0,0
54.0,44,303.4,1307,311.4,2,1
5.6,213,296.4,2833,307.4,1,1
49.4,102,297.8,1352,307.6,2,0
53.7,200,302.9,1330,311.2,2,1
29.6,30,300.0,1655,311.4,1,0
33.0,181,298.2,1560,308.3,2,0
40.9,109,298.7,1546,309.8,1,0
41.6,140,300.6,1411,309.6,1,0
38.8,128,298.4,1514,309.5,2,0
30.4,53,298.9,1686,308.2,1,0
36.7,104,297.9,1583,309.0,1,0
44.0,67,302.3,1360,310.9,2,1
44.3,72,302.2,1383,311.6,1,0
35.3,77,299.6,1568,308.9,2,0
42.6,17,297.8,1432,309.1,2,0
37.3,207,302.2,1530,311.3,1,1
48.9,107,302.4,1379,310.1,2,1
51.1,133,300.2,1356,309.5,1,0
50.4,202,298.4,1376,309.5,1,0
50.5,64,301.8,1341,310.3,1,1
42.4,3,301.6,1392,310.8,1,0
31.8,192,300.4,1415,309.9,2,0
30.0,168,299.7,1620,309.2,1,0
38.8,229,297.1,1559,308.0,0,0
44.5,129,300.8,1365,312.4,1,0
27.9,101,301.5,1731,311.1,1,0
58.7,130,300.3,1350,311.1,2,0
53.8,91,297.3,1352,308.7,1,0
35.4,217,297.3,1615,308.1,1,1
40.7,85,296.5,1523,307.4,1,0
60.5,32,298.6,1278,308.3,1,0
28.9,183,300.9,1668,311.3,0,0
40.9,153,298.1,1502,309.0,1,0
38.7,16,300.6,1532,310.2,2,0
47.9,222,300.3,1374,311.7,2,1
44.9,127,302.4,1435,310.2,0,0
12.5,64,300.1,2579,311.3,1,1
31.0,209,298.2,1511,307.6,1,1
52.3,183,301.1,1565,311.0,1,0
40.0,123,299.7,1475,309.1,1,0
30.1,154,298.7,1691,309.0,1,0
24.8,81,297.4,1759,309.3,1,0
31.7,97,303.6,1567,311.8,1,0
27.9,170,301.4,1706,310.7,1,0
48.4,161,302.2,1348,310.6,1,1
49.1,226,299.0,1365,310.4,1,1
47.9,127,296.8,1418,307.9,2,0
45.6,47,298.7,1410,309.2,2,0
46.5,182,298.0,1463,307.4,2,0
33.2,155,303.6,1614,311.8,1,0
42.5,145,297.5,1407,308.7,1,0
24.8,78,298.7,1800,309.6,2,0
70.0,139,302.4,1290,311.9,1,1
47.3,22,302.3,1377,310.8,1,1
46.9,106,302.2,1389,311.3,1,0
54.4,82,297.9,1336,307.9,2,0
52.7,47,300.2,1430,309.6,1,0
51.9,68,300.5,1390,311.4,2,0
57.9,191,300.5,1368,311.8,1,1
61.0,182,301.8,1334,309.9,2,1
34.2,142,297.4,1640,308.8,1,0
42.3,193,297.6,1478,308.3,1,0
63.6,111,301.9,1336,311.0,0,0
53.6,164,303.0,1335,311.3,2,1
5.6,213,296.4,2833,307.4,1,1
66.7,205,302.3,1333,311.4,1,1
51.2,163,302.4,1374,310.3,1,1
34.9,11,298.4,1604,308.2,1,0
50.2,222,300.7,1399,311.9,1,1
58.7,213,303.8,1256,313.1,1,1
34.2,93,298.9,1469,308.6,2,0
65.7,191,298.9,1410,309.0,1,1
44.5,4,297.5,1441,308.4,1,0
69.4,119,299.3,1258,308.9,1,1
38.8,135,302.5,1499,311.1,1,0
54.2,207,300.5,1379,309.8,1,1
49.9,79,300.4,1401,311.6,2,0
43.3,189,303.7,1429,312.6,2,0
51.8,90,303.7,1363,312.1,1,1
17.7,190,299.8,2144,311.1,1,0
20.4,202,302.2,1872,311.6,1,0
42.9,171,298.1,1498,307.6,1,0
33.3,155,297.0,1553,307.8,1,0
55.8,143,302.4,1392,310.2,2,0
41.9,196,299.2,1514,308.7,1,0
53.4,57,301.3,1531,310.8,1,0
41.2,155,297.8,1418,307.4,1,0
